Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Segment,Region,City,Category,Sub_Category,Quantity,Unit_Price,Discount,Sales,Profit
ORD-102042,2024-05-07,2024-05-11,Standard Class,CUST-2283,Consumer,South,Portsmouth,Office Supplies,Paper,1,45.57,0.0,45.57,8.17
ORD-102637,2024-05-07,2024-05-13,Standard Class,CUST-1342,Consumer,North,Leeds,Office Supplies,Paper,2,13.79,0.1,24.82,2.6
ORD-100721,2024-05-07,2024-05-11,Second Class,CUST-2271,Corporate,Central,Coventry,Office Supplies,Paper,1,11.96,0.2,9.57,2.13
ORD-100231,2024-05-07,2024-05-08,First Class,CUST-1992,Corporate,West,Plymouth,Furniture,Tables,1,529.54,0.1,476.59,24.98
ORD-101049,2024-05-07,2024-05-10,Second Class,CUST-1035,Corporate,East,Ipswich,Furniture,Tables,5,637.31,0.0,3186.55,-13.67
ORD-104710,2024-05-08,2024-05-11,Second Class,CUST-2051,Consumer,North,Leeds,Office Supplies,Paper,5,26.87,0.3,94.04,7.75
ORD-101604,2024-05-08,2024-05-10,Standard Class,CUST-1876,Consumer,East,Ipswich,Furniture,Furnishings,2,290.99,0.1,523.78,3.7
ORD-101428,2024-05-08,2024-05-12,Standard Class,CUST-1170,Consumer,East,Peterborough,Technology,Machines,4,1026.0,0.15,3488.4,-234.08
ORD-105939,2024-05-08,2024-05-11,Standard Class,CUST-1896,Corporate,North,Leeds,Office Supplies,Art,2,64.92,0.0,129.84,36.85
ORD-106053,2024-05-08,2024-05-11,First Class,CUST-1598,Corporate,Central,Nottingham,Office Supplies,Art,1,113.82,0.1,102.44,26.5
ORD-103338,2024-05-09,2024-05-12,Standard Class,CUST-2144,Consumer,East,Norwich,Furniture,Chairs,3,796.97,0.15,2032.27,154.73
ORD-101786,2024-05-09,2024-05-12,Standard Class,CUST-1679,Consumer,West,Plymouth,Office Supplies,Storage,1,47.44,0.2,37.95,5.47
ORD-101834,2024-05-09,2024-05-11,Standard Class,CUST-1890,Home Office,East,Peterborough,Technology,Phones,2,1430.95,0.1,2575.71,2.18
ORD-103534,2024-05-09,2024-05-12,Standard Class,CUST-1768,Consumer,East,Ipswich,Office Supplies,Labels,1,108.52,0.0,108.52,7.06
ORD-103681,2024-05-09,2024-05-12,First Class,CUST-1783,Consumer,East,Peterborough,Office Supplies,Binders,1,4.76,0.1,4.28,0.29
ORD-102748,2024-05-09,2024-05-11,Standard Class,CUST-1937,Corporate,North,Sheffield,Furniture,Furnishings,4,151.71,0.0,606.84,105.11
ORD-103594,2024-05-09,2024-05-14,Standard Class,CUST-2263,Consumer,West,Cardiff,Office Supplies,Art,1,53.63,0.0,53.63,9.57
ORD-102643,2024-05-09,2024-05-11,Standard Class,CUST-1089,Consumer,East,Cambridge,Office Supplies,Storage,1,43.65,0.1,39.28,7.88
ORD-103530,2024-05-09,2024-05-10,First Class,CUST-1111,Consumer,North,Newcastle,Office Supplies,Paper,3,61.3,0.1,165.51,20.0
ORD-103589,2024-05-10,2024-05-13,First Class,CUST-1786,Home Office,West,Cardiff,Technology,Phones,1,332.75,0.1,299.48,15.08
ORD-105355,2024-05-10,2024-05-13,Standard Class,CUST-1420,Corporate,North,Newcastle,Furniture,Chairs,2,536.08,0.4,643.3,-105.26
ORD-104251,2024-05-10,2024-05-14,Standard Class,CUST-1693,Consumer,Central,Nottingham,Office Supplies,Art,1,18.35,0.4,11.01,0.82
ORD-101875,2024-05-11,2024-05-17,Standard Class,CUST-1050,Home Office,North,Leeds,Office Supplies,Paper,3,65.16,0.0,195.48,65.65
ORD-102593,2024-05-11,2024-05-15,Second Class,CUST-2239,Consumer,East,Ipswich,Office Supplies,Paper,1,36.44,0.0,36.44,3.32
ORD-104977,2024-05-11,2024-05-15,Second Class,CUST-1918,Consumer,North,Sheffield,Office Supplies,Storage,2,22.03,0.0,44.06,5.89
ORD-100870,2024-05-11,2024-05-13,Same Day,CUST-1429,Consumer,South,Reading,Technology,Phones,1,716.59,0.15,609.1,68.3
ORD-102647,2024-05-11,2024-05-15,First Class,CUST-2053,Consumer,East,Ipswich,Furniture,Tables,4,556.26,0.1,2002.54,-168.84
ORD-103228,2024-05-11,2024-05-13,Standard Class,CUST-1500,Consumer,South,Southampton,Furniture,Furnishings,1,673.09,0.3,471.16,-65.74
ORD-100407,2024-05-11,2024-05-14,Standard Class,CUST-1688,Corporate,East,Cambridge,Technology,Copiers,2,1762.78,0.1,3173.0,129.39
ORD-105981,2024-05-11,2024-05-15,Standard Class,CUST-1446,Consumer,North,Sheffield,Office Supplies,Storage,3,24.86,0.2,59.66,6.11
ORD-101285,2024-05-12,2024-05-14,First Class,CUST-2265,Consumer,East,Ipswich,Technology,Accessories,1,27.54,0.1,24.79,-2.43
ORD-106097,2024-05-12,2024-05-18,Second Class,CUST-2477,Consumer,North,Leeds,Office Supplies,Labels,3,107.12,0.1,289.22,15.67
ORD-102847,2024-05-12,2024-05-15,First Class,CUST-1178,Corporate,East,Peterborough,Furniture,Furnishings,1,221.47,0.5,110.73,-21.05
ORD-101299,2024-05-12,2024-05-17,Standard Class,CUST-1489,Home Office,North,Newcastle,Office Supplies,Paper,1,11.83,0.2,9.46,0.58
ORD-105551,2024-05-13,2024-05-18,Standard Class,CUST-1695,Consumer,West,Bristol,Technology,Phones,2,904.63,0.2,1447.41,-27.62
ORD-106059,2024-05-13,2024-05-16,Second Class,CUST-1250,Consumer,Central,Birmingham,Furniture,Furnishings,1,718.23,0.0,718.23,23.37
ORD-100651,2024-05-13,2024-05-18,Standard Class,CUST-2265,Consumer,West,Bristol,Technology,Accessories,2,1248.41,0.15,2122.3,53.6
ORD-104475,2024-05-13,2024-05-16,Standard Class,CUST-1298,Home Office,East,Ipswich,Office Supplies,Paper,5,54.99,0.1,247.45,36.12
ORD-104801,2024-05-13,2024-05-15,Second Class,CUST-1973,Consumer,West,Plymouth,Office Supplies,Paper,5,76.62,0.0,383.1,74.61
ORD-106366,2024-05-13,2024-05-15,First Class,CUST-2017,Consumer,East,Norwich,Furniture,Chairs,1,716.29,0.2,573.03,-78.91
ORD-103505,2024-05-13,2024-05-19,Standard Class,CUST-1015,Corporate,West,Exeter,Furniture,Bookcases,2,66.78,0.0,133.56,9.48
ORD-100914,2024-05-13,2024-05-17,Standard Class,CUST-1362,Corporate,North,Newcastle,Office Supplies,Storage,3,85.68,0.3,179.93,28.21
ORD-105542,2024-05-13,2024-05-15,Second Class,CUST-2070,Corporate,South,Portsmouth,Office Supplies,Art,5,52.27,0.15,222.15,52.32
ORD-103985,2024-05-14,2024-05-19,Second Class,CUST-2068,Consumer,Central,Nottingham,Technology,Phones,3,618.89,0.15,1578.17,73.16
ORD-105627,2024-05-14,2024-05-20,Standard Class,CUST-1206,Consumer,South,Southampton,Office Supplies,Labels,2,67.77,0.0,135.54,37.46
ORD-105247,2024-05-14,2024-05-18,Standard Class,CUST-1807,Corporate,North,Manchester,Furniture,Tables,1,847.4,0.1,762.66,46.71
ORD-101966,2024-05-14,2024-05-17,Standard Class,CUST-2383,Corporate,West,Exeter,Furniture,Chairs,2,106.76,0.5,106.76,-17.72
ORD-106347,2024-05-14,2024-05-16,Standard Class,CUST-1646,Consumer,South,Brighton,Office Supplies,Labels,1,27.57,0.2,22.06,2.84
ORD-101329,2024-05-14,2024-05-17,First Class,CUST-1245,Consumer,West,Plymouth,Office Supplies,Binders,3,8.95,0.0,26.85,1.75
ORD-100017,2024-05-14,2024-05-17,First Class,CUST-1452,Consumer,East,Ipswich,Office Supplies,Labels,2,43.96,0.15,74.73,12.01
ORD-106224,2024-05-15,2024-05-21,Standard Class,CUST-2285,Corporate,South,Portsmouth,Office Supplies,Labels,1,13.06,0.0,13.06,1.9
ORD-105266,2024-05-15,2024-05-18,Standard Class,CUST-1522,Corporate,Central,Nottingham,Technology,Machines,3,1006.18,0.0,3018.54,524.2
ORD-102616,2024-05-15,2024-05-22,Standard Class,CUST-1413,Consumer,South,Brighton,Office Supplies,Storage,2,84.97,0.0,169.94,27.56
ORD-102034,2024-05-15,2024-05-17,Same Day,CUST-1289,Consumer,North,Leeds,Office Supplies,Labels,1,68.7,0.1,61.83,13.63
ORD-103886,2024-05-15,2024-05-18,Standard Class,CUST-1287,Home Office,North,Leeds,Technology,Phones,1,1197.5,0.0,1197.5,151.72
ORD-104619,2024-05-15,2024-05-17,First Class,CUST-2199,Corporate,East,Ipswich,Office Supplies,Art,2,40.01,0.1,72.02,4.55
ORD-104048,2024-05-16,2024-05-20,Second Class,CUST-1811,Consumer,North,Leeds,Office Supplies,Art,2,3.02,0.0,6.04,1.78
ORD-103753,2024-05-16,2024-05-20,First Class,CUST-1935,Corporate,Central,Birmingham,Furniture,Furnishings,4,369.66,0.5,739.32,-138.18
ORD-105746,2024-05-16,2024-05-20,Standard Class,CUST-2410,Consumer,West,Exeter,Technology,Phones,2,978.13,0.1,1760.63,134.58
ORD-105228,2024-05-16,2024-05-18,First Class,CUST-1715,Consumer,East,Cambridge,Furniture,Furnishings,4,514.65,0.0,2058.6,29.73
ORD-105976,2024-05-16,2024-05-18,Same Day,CUST-1427,Consumer,North,Sheffield,Technology,Accessories,1,1062.31,0.15,902.96,187.43
ORD-105772,2024-05-16,2024-05-20,Standard Class,CUST-1581,Corporate,West,Exeter,Office Supplies,Art,4,8.27,0.15,28.12,-0.72
ORD-105017,2024-05-16,2024-05-19,Standard Class,CUST-1142,Home Office,East,Peterborough,Office Supplies,Art,2,61.91,0.2,99.06,-1.12
ORD-100634,2024-05-17,2024-05-20,Standard Class,CUST-2020,Corporate,East,Cambridge,Office Supplies,Binders,1,94.41,0.0,94.41,11.56
ORD-104679,2024-05-17,2024-05-22,Standard Class,CUST-2229,Corporate,South,Portsmouth,Office Supplies,Art,2,104.58,0.1,188.24,42.95
ORD-106075,2024-05-17,2024-05-19,Second Class,CUST-1114,Consumer,North,Manchester,Office Supplies,Art,1,98.7,0.0,98.7,26.08
ORD-105418,2024-05-17,2024-05-20,Standard Class,CUST-1783,Consumer,West,Bristol,Office Supplies,Binders,1,80.14,0.15,68.12,2.76
ORD-103229,2024-05-17,2024-05-20,Standard Class,CUST-1673,Home Office,North,Newcastle,Furniture,Chairs,1,706.62,0.0,706.62,4.21
ORD-106227,2024-05-17,2024-05-23,First Class,CUST-1540,Consumer,East,Norwich,Office Supplies,Art,3,47.96,0.0,143.88,11.78
ORD-100267,2024-05-17,2024-05-19,Standard Class,CUST-1539,Consumer,East,Ipswich,Office Supplies,Paper,2,104.6,0.0,209.2,33.77
ORD-101019,2024-05-17,2024-05-20,First Class,CUST-2175,Corporate,East,Peterborough,Office Supplies,Paper,2,45.33,0.0,90.66,28.11
ORD-102543,2024-05-18,2024-05-21,Standard Class,CUST-1925,Corporate,East,Peterborough,Office Supplies,Binders,3,68.19,0.1,184.11,36.02
ORD-102498,2024-05-18,2024-05-22,Second Class,CUST-2493,Corporate,South,Brighton,Office Supplies,Storage,6,37.87,0.1,204.5,22.72
ORD-103745,2024-05-18,2024-05-20,Standard Class,CUST-1626,Home Office,East,Norwich,Furniture,Bookcases,2,293.67,0.2,469.87,0.07
ORD-100191,2024-05-18,2024-05-23,Standard Class,CUST-1063,Corporate,West,Exeter,Office Supplies,Binders,3,20.31,0.3,42.65,3.55
ORD-104154,2024-05-18,2024-05-23,First Class,CUST-1436,Corporate,Central,Coventry,Technology,Accessories,1,1439.34,0.1,1295.41,242.3
ORD-105602,2024-05-18,2024-05-20,Standard Class,CUST-2356,Consumer,East,Cambridge,Furniture,Chairs,2,427.81,0.2,684.5,-107.95
ORD-102247,2024-05-19,2024-05-23,First Class,CUST-2369,Corporate,North,Manchester,Furniture,Tables,6,406.24,0.0,2437.44,9.72
ORD-101020,2024-05-19,2024-05-23,Same Day,CUST-2126,Corporate,North,Leeds,Furniture,Chairs,5,63.6,0.3,222.6,-47.79
ORD-103549,2024-05-19,2024-05-21,Standard Class,CUST-1188,Corporate,Central,Coventry,Furniture,Bookcases,3,625.23,0.2,1500.55,-249.42
ORD-102946,2024-05-19,2024-05-22,Standard Class,CUST-2342,Corporate,North,Leeds,Technology,Copiers,1,1046.57,0.3,732.6,56.3
ORD-106051,2024-05-19,2024-05-22,Standard Class,CUST-1878,Home Office,North,Manchester,Furniture,Chairs,1,809.84,0.0,809.84,95.76
ORD-102950,2024-05-19,2024-05-22,Standard Class,CUST-2043,Consumer,North,Sheffield,Furniture,Chairs,1,567.17,0.2,453.74,-25.22
ORD-104669,2024-05-20,2024-05-23,Standard Class,CUST-2014,Consumer,North,Newcastle,Office Supplies,Art,1,99.87,0.0,99.87,33.32
ORD-104497,2024-05-20,2024-05-25,Standard Class,CUST-1186,Home Office,Central,Coventry,Office Supplies,Paper,1,110.05,0.3,77.03,-8.06
ORD-103551,2024-05-20,2024-05-22,First Class,CUST-2007,Home Office,North,Newcastle,Furniture,Bookcases,1,70.5,0.2,56.4,-5.61
ORD-106305,2024-05-20,2024-05-25,Standard Class,CUST-2438,Home Office,North,Newcastle,Technology,Phones,2,789.69,0.1,1421.44,301.79
ORD-103349,2024-05-20,2024-05-22,Same Day,CUST-1860,Consumer,South,Brighton,Technology,Accessories,1,1541.7,0.0,1541.7,355.51
ORD-102998,2024-05-20,2024-05-22,Standard Class,CUST-1184,Corporate,Central,Birmingham,Office Supplies,Labels,1,54.23,0.15,46.1,8.1
ORD-101110,2024-05-20,2024-05-23,Second Class,CUST-2337,Consumer,West,Exeter,Furniture,Bookcases,3,743.45,0.0,2230.35,145.61
ORD-105230,2024-05-20,2024-05-24,Standard Class,CUST-1858,Home Office,North,Sheffield,Office Supplies,Storage,3,32.4,0.1,87.48,23.62
ORD-101021,2024-05-20,2024-05-23,Second Class,CUST-1868,Home Office,North,Newcastle,Office Supplies,Paper,3,92.15,0.0,276.45,17.57
ORD-105139,2024-05-21,2024-05-23,Second Class,CUST-1417,Consumer,North,Newcastle,Office Supplies,Binders,1,74.5,0.1,67.05,16.28
ORD-102421,2024-05-21,2024-05-23,Standard Class,CUST-1091,Corporate,East,Peterborough,Office Supplies,Binders,2,40.58,0.4,48.7,-3.0
ORD-100157,2024-05-21,2024-05-28,Standard Class,CUST-2201,Corporate,South,Portsmouth,Technology,Phones,6,1105.14,0.0,6630.84,-360.46
ORD-105099,2024-05-21,2024-05-23,Second Class,CUST-1951,Consumer,South,Reading,Office Supplies,Binders,4,15.21,0.2,48.67,7.48
ORD-106453,2024-05-21,2024-05-26,Standard Class,CUST-1723,Consumer,North,Manchester,Furniture,Chairs,3,159.12,0.2,381.89,18.46
ORD-105205,2024-05-21,2024-05-23,Standard Class,CUST-1564,Corporate,Central,Coventry,Office Supplies,Labels,2,104.82,0.0,209.64,60.95
ORD-101435,2024-05-21,2024-05-23,Standard Class,CUST-2265,Home Office,South,Reading,Furniture,Furnishings,2,603.45,0.1,1086.21,102.67
ORD-101310,2024-05-22,2024-05-25,Standard Class,CUST-1763,Corporate,East,Ipswich,Technology,Phones,2,1751.56,0.1,3152.81,-184.17
ORD-106130,2024-05-22,2024-05-27,Standard Class,CUST-1000,Consumer,East,Peterborough,Office Supplies,Storage,1,5.28,0.0,5.28,0.64
ORD-105836,2024-05-22,2024-05-29,Standard Class,CUST-1708,Consumer,West,Plymouth,Furniture,Bookcases,3,316.26,0.1,853.9,38.72
ORD-103023,2024-05-22,2024-05-25,Standard Class,CUST-1456,Consumer,East,Cambridge,Furniture,Furnishings,3,128.14,0.2,307.54,2.07
ORD-105177,2024-05-22,2024-05-27,Standard Class,CUST-1933,Consumer,South,Reading,Technology,Machines,1,379.21,0.1,341.29,81.32
ORD-101011,2024-05-22,2024-05-27,Same Day,CUST-1106,Corporate,East,Peterborough,Technology,Phones,1,462.57,0.1,416.31,68.56
ORD-100541,2024-05-22,2024-05-27,Second Class,CUST-2039,Consumer,North,Manchester,Technology,Machines,2,818.02,0.0,1636.04,372.62
ORD-103554,2024-05-22,2024-05-26,Standard Class,CUST-1368,Corporate,East,Ipswich,Technology,Accessories,1,1120.11,0.0,1120.11,138.92
ORD-103929,2024-05-22,2024-05-24,Standard Class,CUST-1330,Consumer,West,Bristol,Office Supplies,Labels,1,69.72,0.2,55.78,5.9
ORD-103117,2024-05-23,2024-05-30,Second Class,CUST-1580,Corporate,Central,Coventry,Technology,Phones,1,726.91,0.3,508.84,-55.9
ORD-102918,2024-05-23,2024-05-25,Standard Class,CUST-1211,Corporate,North,Leeds,Furniture,Furnishings,5,522.97,0.15,2222.62,-293.35
ORD-105364,2024-05-23,2024-05-26,First Class,CUST-2016,Home Office,North,Manchester,Office Supplies,Art,1,62.9,0.1,56.61,6.12
ORD-105407,2024-05-23,2024-05-26,Standard Class,CUST-2155,Corporate,West,Exeter,Office Supplies,Storage,1,70.89,0.4,42.53,-5.6
ORD-105643,2024-05-23,2024-05-28,Second Class,CUST-1703,Consumer,North,Newcastle,Technology,Phones,4,1674.39,0.0,6697.56,682.67
ORD-101763,2024-05-24,2024-05-28,First Class,CUST-1578,Corporate,East,Peterborough,Furniture,Bookcases,1,131.85,0.0,131.85,-2.43
ORD-101498,2024-05-24,2024-05-27,Standard Class,CUST-2194,Home Office,West,Bristol,Office Supplies,Binders,3,67.51,0.0,202.53,19.88
ORD-105819,2024-05-24,2024-05-27,Standard Class,CUST-1081,Consumer,East,Ipswich,Furniture,Furnishings,5,509.67,0.15,2166.1,151.4
ORD-102462,2024-05-25,2024-05-29,Standard Class,CUST-1124,Home Office,West,Exeter,Furniture,Tables,1,498.23,0.1,448.41,3.46
ORD-105301,2024-05-25,2024-05-28,First Class,CUST-2214,Corporate,South,Southampton,Furniture,Chairs,5,816.4,0.1,3673.8,-247.21
ORD-102562,2024-05-25,2024-05-29,Second Class,CUST-1328,Consumer,North,Sheffield,Furniture,Tables,1,477.52,0.1,429.77,43.24
ORD-100151,2024-05-25,2024-05-27,Standard Class,CUST-1077,Consumer,West,Plymouth,Technology,Copiers,3,905.7,0.0,2717.1,473.77
ORD-101197,2024-05-25,2024-05-29,Standard Class,CUST-1229,Consumer,East,Ipswich,Technology,Accessories,3,1643.91,0.1,4438.56,-637.38
ORD-100072,2024-05-25,2024-05-30,Second Class,CUST-1730,Consumer,East,Cambridge,Office Supplies,Binders,1,19.38,0.0,19.38,2.52
ORD-104531,2024-05-25,2024-05-28,Standard Class,CUST-1915,Home Office,West,Exeter,Office Supplies,Paper,1,60.0,0.15,51.0,-1.61
ORD-100370,2024-05-25,2024-05-30,Standard Class,CUST-2458,Home Office,South,Southampton,Technology,Phones,3,638.4,0.0,1915.2,117.58
ORD-104162,2024-05-25,2024-05-29,Second Class,CUST-1587,Consumer,South,Reading,Office Supplies,Binders,3,83.57,0.1,225.64,15.3
ORD-100647,2024-05-25,2024-05-31,Standard Class,CUST-2396,Consumer,South,Southampton,Technology,Copiers,1,630.44,0.1,567.4,70.74
ORD-103002,2024-05-25,2024-05-30,Second Class,CUST-1587,Home Office,North,Manchester,Office Supplies,Labels,2,99.65,0.15,169.41,39.66
ORD-101328,2024-05-26,2024-05-28,Standard Class,CUST-1251,Consumer,South,Portsmouth,Furniture,Bookcases,1,732.34,0.1,659.11,14.49
ORD-100195,2024-05-26,2024-05-29,Second Class,CUST-2227,Consumer,North,Newcastle,Office Supplies,Paper,3,84.03,0.0,252.09,35.25
ORD-104658,2024-05-26,2024-05-30,Second Class,CUST-1888,Consumer,South,Reading,Office Supplies,Art,4,72.05,0.0,288.2,52.54
ORD-103316,2024-05-26,2024-05-28,Standard Class,CUST-2455,Corporate,East,Ipswich,Office Supplies,Paper,1,79.02,0.0,79.02,17.89
ORD-106352,2024-05-26,2024-05-31,Standard Class,CUST-1572,Consumer,West,Cardiff,Technology,Copiers,3,1365.69,0.1,3687.36,178.31
ORD-100193,2024-05-26,2024-05-28,Standard Class,CUST-1498,Consumer,West,Exeter,Office Supplies,Paper,2,54.62,0.15,92.85,21.88
ORD-100548,2024-05-27,2024-05-31,First Class,CUST-1305,Consumer,Central,Coventry,Furniture,Furnishings,1,556.29,0.1,500.66,-53.0
ORD-101709,2024-05-27,2024-06-03,Same Day,CUST-1943,Home Office,North,Leeds,Technology,Machines,3,951.18,0.0,2853.54,153.15
ORD-100321,2024-05-27,2024-05-30,Second Class,CUST-2004,Corporate,North,Newcastle,Furniture,Chairs,2,73.64,0.2,117.82,-11.26
ORD-104158,2024-05-27,2024-05-29,Standard Class,CUST-1409,Consumer,South,Portsmouth,Technology,Accessories,2,1331.04,0.15,2262.77,-41.99
ORD-102324,2024-05-27,2024-05-30,Second Class,CUST-2194,Consumer,Central,Leicester,Office Supplies,Labels,1,76.58,0.0,76.58,12.74
ORD-103566,2024-05-27,2024-06-02,Standard Class,CUST-2005,Consumer,South,Reading,Furniture,Chairs,1,813.86,0.0,813.86,133.42
ORD-103663,2024-05-28,2024-06-01,Standard Class,CUST-1006,Consumer,Central,Birmingham,Furniture,Bookcases,1,888.77,0.1,799.89,56.23
ORD-100872,2024-05-28,2024-06-03,Second Class,CUST-1622,Consumer,South,Southampton,Office Supplies,Paper,1,37.72,0.3,26.4,-3.35
ORD-103866,2024-05-28,2024-05-30,First Class,CUST-1171,Consumer,West,Bristol,Office Supplies,Art,2,75.98,0.0,151.96,33.09
ORD-101186,2024-05-28,2024-06-02,Standard Class,CUST-1437,Corporate,Central,Leicester,Office Supplies,Labels,2,116.99,0.0,233.98,57.2
ORD-104349,2024-05-28,2024-06-01,Second Class,CUST-2401,Consumer,West,Plymouth,Office Supplies,Paper,3,114.74,0.15,292.59,24.4
ORD-100559,2024-05-28,2024-05-30,Standard Class,CUST-1329,Consumer,East,Peterborough,Office Supplies,Paper,1,50.92,0.2,40.74,6.57
ORD-100886,2024-05-29,2024-05-31,Same Day,CUST-2284,Home Office,West,Plymouth,Office Supplies,Labels,2,100.67,0.0,201.34,61.26
ORD-105443,2024-05-29,2024-06-04,First Class,CUST-2254,Consumer,South,Reading,Furniture,Chairs,5,318.17,0.3,1113.59,-242.03
ORD-103659,2024-05-29,2024-05-30,Second Class,CUST-1430,Corporate,East,Ipswich,Office Supplies,Labels,2,15.55,0.1,27.99,1.9
ORD-100708,2024-05-29,2024-06-02,Standard Class,CUST-1246,Consumer,West,Plymouth,Furniture,Bookcases,1,741.43,0.0,741.43,85.27
ORD-100984,2024-05-29,2024-06-03,Standard Class,CUST-1759,Corporate,West,Exeter,Office Supplies,Labels,2,104.01,0.15,176.82,31.18
ORD-103209,2024-05-29,2024-05-31,Second Class,CUST-2401,Corporate,South,Portsmouth,Technology,Phones,4,1061.42,0.1,3821.11,-210.08
ORD-103923,2024-05-29,2024-05-31,Standard Class,CUST-1392,Home Office,East,Peterborough,Furniture,Tables,1,777.94,0.0,777.94,115.28
ORD-100997,2024-05-30,2024-06-01,Second Class,CUST-2490,Consumer,East,Peterborough,Office Supplies,Storage,5,56.64,0.1,254.88,15.79
ORD-102039,2024-05-30,2024-06-02,Second Class,CUST-1042,Consumer,Central,Coventry,Furniture,Furnishings,4,203.93,0.1,734.15,-26.86
ORD-105161,2024-05-30,2024-06-03,Standard Class,CUST-1642,Home Office,West,Cardiff,Technology,Phones,3,1064.49,0.15,2714.45,181.55
ORD-101780,2024-05-31,2024-06-06,Standard Class,CUST-2408,Home Office,South,Brighton,Technology,Machines,1,374.66,0.4,224.8,-54.42
ORD-102681,2024-05-31,2024-06-05,Standard Class,CUST-2108,Home Office,East,Cambridge,Office Supplies,Labels,5,44.78,0.15,190.31,2.35
ORD-104462,2024-05-31,2024-06-04,Standard Class,CUST-2421,Consumer,East,Ipswich,Office Supplies,Art,1,32.76,0.1,29.48,2.51
ORD-105253,2024-06-01,2024-06-06,Second Class,CUST-1113,Consumer,Central,Nottingham,Technology,Machines,1,192.86,0.3,135.0,-18.36
ORD-100534,2024-06-01,2024-06-05,Standard Class,CUST-1667,Consumer,North,Leeds,Technology,Machines,1,722.29,0.0,722.29,94.79
ORD-102257,2024-06-01,2024-06-06,First Class,CUST-1318,Consumer,Central,Nottingham,Office Supplies,Storage,1,81.84,0.0,81.84,24.13
ORD-103036,2024-06-01,2024-06-08,Standard Class,CUST-1912,Corporate,South,Southampton,Office Supplies,Paper,3,21.04,0.0,63.12,4.35
ORD-104569,2024-06-01,2024-06-06,Standard Class,CUST-1853,Corporate,East,Peterborough,Office Supplies,Art,4,88.1,0.1,317.16,2.77
ORD-102172,2024-06-02,2024-06-04,First Class,CUST-2324,Corporate,North,Newcastle,Office Supplies,Art,2,28.45,0.2,45.52,-1.35
ORD-104458,2024-06-02,2024-06-06,Standard Class,CUST-2403,Consumer,Central,Birmingham,Office Supplies,Paper,3,54.55,0.4,98.19,6.5
ORD-105215,2024-06-02,2024-06-05,Standard Class,CUST-1765,Home Office,West,Bristol,Furniture,Tables,1,264.83,0.0,264.83,22.3
ORD-101767,2024-06-02,2024-06-06,Standard Class,CUST-1527,Consumer,East,Peterborough,Office Supplies,Binders,1,18.33,0.0,18.33,2.36
ORD-106235,2024-06-02,2024-06-07,Standard Class,CUST-1280,Home Office,Central,Birmingham,Office Supplies,Art,5,60.67,0.3,212.34,9.16
ORD-104302,2024-06-02,2024-06-08,Standard Class,CUST-1196,Consumer,North,Manchester,Technology,Copiers,1,220.41,0.3,154.29,-36.66
ORD-106077,2024-06-02,2024-06-08,Standard Class,CUST-1339,Consumer,East,Norwich,Technology,Machines,5,1470.3,0.0,7351.5,1867.03
ORD-106217,2024-06-02,2024-06-06,First Class,CUST-1280,Consumer,South,Brighton,Office Supplies,Storage,4,49.2,0.1,177.12,44.36
ORD-104108,2024-06-03,2024-06-06,Standard Class,CUST-2105,Corporate,Central,Coventry,Technology,Accessories,2,404.55,0.1,728.19,118.5
ORD-105396,2024-06-03,2024-06-10,Standard Class,CUST-1444,Home Office,North,Sheffield,Office Supplies,Labels,5,113.7,0.1,511.65,138.72
ORD-101955,2024-06-03,2024-06-08,Second Class,CUST-1362,Consumer,South,Brighton,Technology,Phones,1,604.07,0.0,604.07,49.01
ORD-101491,2024-06-03,2024-06-10,Second Class,CUST-2391,Corporate,East,Ipswich,Technology,Accessories,1,925.49,0.0,925.49,230.11
ORD-103212,2024-06-03,2024-06-04,Second Class,CUST-1317,Consumer,East,Peterborough,Technology,Phones,6,506.32,0.1,2734.13,-404.98
ORD-105543,2024-06-03,2024-06-06,Standard Class,CUST-1967,Home Office,East,Peterborough,Technology,Copiers,4,284.82,0.0,1139.28,328.61
ORD-104677,2024-06-04,2024-06-09,Standard Class,CUST-1944,Home Office,West,Exeter,Furniture,Bookcases,1,236.25,0.2,189.0,-21.25
ORD-102220,2024-06-04,2024-06-07,Second Class,CUST-1316,Home Office,South,Southampton,Technology,Phones,2,1495.56,0.0,2991.12,448.4
ORD-105735,2024-06-04,2024-06-09,Standard Class,CUST-1487,Consumer,Central,Nottingham,Office Supplies,Storage,4,107.93,0.0,431.72,115.66
ORD-106194,2024-06-04,2024-06-09,First Class,CUST-2373,Consumer,North,Newcastle,Office Supplies,Paper,1,65.78,0.0,65.78,11.19
ORD-101063,2024-06-04,2024-06-08,Standard Class,CUST-1110,Home Office,South,Portsmouth,Office Supplies,Paper,4,23.98,0.1,86.33,24.62
ORD-106283,2024-06-04,2024-06-10,First Class,CUST-2328,Corporate,West,Cardiff,Furniture,Tables,2,523.32,0.1,941.98,41.53
ORD-100838,2024-06-05,2024-06-08,Standard Class,CUST-2093,Consumer,West,Plymouth,Office Supplies,Paper,1,92.35,0.0,92.35,14.35
ORD-104049,2024-06-05,2024-06-08,Standard Class,CUST-1083,Corporate,South,Portsmouth,Office Supplies,Storage,1,69.7,0.3,48.79,-5.7
ORD-102609,2024-06-05,2024-06-09,Standard Class,CUST-1146,Consumer,Central,Leicester,Technology,Accessories,2,1309.19,0.0,2618.38,319.18
